source_Id,toDo_20251016,wikidata_uri,mapping_provenance,possible_mapping_to_check_again,source_prefLabel,source_definition,source_isocat_id,source_is_used_concept,source_is_facet_VLO_xml,source_seems_to_be_property,source_extractedSourceFromDefinition,source_changeNote,source_instance_of,source_notation,http://www.w3.org/2004/02/skos/core#altLabel,http://openskos.org/xmlns#status,http://www.w3.org/2004/02/skos/core#inScheme,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2004/02/skos/core#topConceptOf,http://www.w3.org/2004/02/skos/core#changeNote,http://www.w3.org/2004/02/skos/core#notation,http://openskos.org/xmlns#inSkosCollection,http://www.w3.org/2004/02/skos/core#definition,http://www.w3.org/2004/02/skos/core#prefLabel,http://www.w3.org/2004/02/skos/core#example,http://www.w3.org/2004/02/skos/core#scopeNote,http://www.w3.org/2004/02/skos/core#note,http://www.w3.org/2004/02/skos/core#hasTopConcept,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2004/02/skos/core#member,http://www.w3.org/2004/02/skos/core#hiddenLabel,http://purl.org/dc/terms/modified,http://purl.org/dc/terms/dateSubmitted,http://purl.org/dc/terms/creator
http://hdl.handle.net/11459/CCR_C-3886_ee0e9b7b-6586-f226-9694-aff53e0343bc,investigate why there is no mapping,,,,variety name,Indication of the name of a variety of a language. (source: NaLiDa),3886,y,null,y,NaLiDa,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3886,0,varietyName,varietyName,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3886,varietyName,http://hdl.handle.net/11459/CCR__750d203b-ba0e-2d28-36e4-7bed4d9ef60b,Indication of the name of a variety of a language. (source: NaLiDa)@en,variety name@en,"Standard German, Low German, North Germany, etc.@en","The name of a variety may be, for instance, a language name, a dialect, a register, but also a geographical area where the variety is spoken.@en",null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3888_20dd86e9-4e8c-cd97-070b-69be8b0d0d82,investigate why there is no mapping,,,,youngest,Indication of the age of the youngest person participating in a research study. (source: NaLiDa),3888,y,null,y,NaLiDa,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3888,0,youngest,youngest,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3888,youngest,null,Indication of the age of the youngest person participating in a research study. (source: NaLiDa)@en,youngest@en,"This data category can be found, for instance, in experimental studies or, more specific, in the field of psychology, (psycho)linguistics, medicine, etc.@en",null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3889_7c5f600c-6678-0bd4-a38f-7dacca9008ce,investigate why there is no mapping,,,,oldest,Indication of the age of the oldest person participating in a research study. (source: NaLiDa),3889,y,null,y,NaLiDa,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3889,0,oldest,oldest,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3889,oldest,null,Indication of the age of the oldest person participating in a research study. (source: NaLiDa)@en,oldest@en,"This data category can be found, for instance, in experimental studies or, more specific, in the field of psychology, (psycho)linguistics, medicine, etc.@en",null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3893_fc77f1d9-13b6-ab31-5502-fb00c053f7d2,investigate why there is no mapping,,,,variable type,Indication of the type of variable used in a research study. (source: NaLiDa),3893,y,null,y,NaLiDa,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3893,0,variableType,variableType,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3893,variableType,null,Indication of the type of variable used in a research study. (source: NaLiDa)@en,variable type@en,"This data category can be found, for instance, in experimental studies or, more specific, in the field of psychology, (psycho)linguistics, medicine, etc.@en",null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3894_4d08cc31-25fe-af0c-add4-ca7bdc12f5f7,investigate why there is no mapping,,,,identifier,Indication of a unique identifier (id). (source: NaLiDa),3894,y,null,y,NaLiDa,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3894,0,identifier,"identifier, id",candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3894,identifier,"http://hdl.handle.net/11459/CCR__ff99ca29-79bc-3f5a-c5bd-f670f763b801 , http://hdl.handle.net/11459/CCR__f60dacb3-06ce-e74f-f79c-4ce5f0a7a31b , http://hdl.handle.net/11459/CCR__4ff34c41-99f2-b349-688d-aaa7a7b8589a",Indication of a unique identifier (id). (source: NaLiDa)@en,identifier@en,"Resource id, media file id, source id, etc.@en",null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3895_695a3357-31ae-6a6a-fa4d-ae565e21d83d,investigate why there is no mapping,,,,position type,Indication of a segmentation unit of a resource. (source: NaLiDa),3895,y,null,y,NaLiDa,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3895,0,positionType,positionType,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3895,positionType,null,Indication of a segmentation unit of a resource. (source: NaLiDa)@en,position type@en,"Time, line, counter, etc.@en","To get a position of a resource we need to segment this resource. The present data category identifies in which units the resource is segmented. Often it depends on the resource type. For example, an audio resource can be segmented into time units (seconds, minutes, etc.) and a text resource - into lines or chapters, etc.@en",null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3898_7ebbc25a-ee14-171c-3b58-f00b81d8d0d8,investigate why there is no mapping,,,,keyValuePair,Indication of an entity consisting of a pair with a key and a value to specify a property. (source: NaLiDa),3898,y,null,y,NaLiDa,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3898,0,keyValuePair,keyValuePair,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3898,keyValuePair,null,Indication of an entity consisting of a pair with a key and a value to specify a property. (source: NaLiDa)@en,keyValuePair@en,"length=182, transcription-convention=HIAT, segmented=false, etc. (source: NaLiDa)@en","Especially in legacy data there are data categories that are idiosyncratic. To allow for these to be included, key-value pairs can be used. Note that key-value-pairs may contain both key and value as separate structures or as a string consisting of both parts. While the description elements are free text elements, keys are more formal notations that can also be exploited by search engines. The name of a key-value-pair can be stored as an attribute of a keyValuePair element. (source: NaLiDa)@en",null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3901_af291d73-7e01-a844-b88e-0d3f0c95bd84,investigate why there is no mapping,,,,written resource sub type,Indication of the sub-type of a written resource. (source: NaLiDa),3901,y,null,y,NaLiDa,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3901,0,writtenResourceSubType,writtenResourceSubType,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3901,writtenResourceSubType,null,Indication of the sub-type of a written resource. (source: NaLiDa)@en,written resource sub type@en,"dictionary, terminology, wordlist, lexicon, etc. (if written resource type, i.e. the superordinate type, is LexicalAnalysis). (source: IMDI)@en","This element allows to specify the sub-type of a written resource. Different types of written resources have different controlled vocabularies for sub-types: the type “Lexical research”, for instance, has as sub-type-vocabulary {dictionary, terminology, wordlist, lexicon, … }. In case the written resource type is annotation, the sub-type specifies the type of annotation, such as phonetic, morphosyntax, etc. (source: IMDI)@en",null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3944_4039a15c-59bb-83a7-5b85-910dbb9fdfb6,investigate why there is no mapping,,,,general corpus,Indication of the corpus type as general corpus. (source: NaLiDa),3944,y,null,y,NaLiDa,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3944,0,generalCorpus,"generalCorpus, general corpus",candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3944,generalCorpus,null,Indication of the corpus type as general corpus. (source: NaLiDa)@en,general corpus@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3946_19cf9ae1-a415-e43e-869a-c6e294435de3,investigate why there is no mapping,,,,learner corpus,Indication of the type of a corpus as a learner corpus. (source: NaLiDa),3946,y,null,y,NaLiDa,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3946,0,learnerCorpus,"learnerCorpus, learner corpus",candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3946,learnerCorpus,null,Indication of the type of a corpus as a learner corpus. (source: NaLiDa)@en,learner corpus@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3959_e1b898bb-cd85-0db6-443c-7d1e4f936f10,investigate why there is no mapping,,,,historical,Pertaining to the temporal classification of something as being historical. (source: NaLiDa),3959,y,null,y,NaLiDa,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3959,0,historical,historical,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3959,historical,null,Pertaining to the temporal classification of something as being historical. (source: NaLiDa)@en,historical@en,"Indicates that something, e.g. a language, is historical.@en",null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-4099_9f3a2760-3b24-e605-023f-85a4bcfca4a8,investigate why there is no mapping,,,,End date,Describes the date an event ended,4099,y,null,null,null,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4099,0,endDateEvent,EndDate,candidate,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4099,endDateEvent,null,Describes the date an event ended@en,End date@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-4105_be401a9b-7b46-fcd4-7676-df6fe787e4c8,investigate why there is no mapping,,,,ProvinceCode,Identifier for a province,4105,y,null,null,null,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4105,0,provinceCode,PrvinceCode,candidate,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4105,provinceCode,null,Identifier for a province@en,ProvinceCode@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-4106_25268491-df0a-2e66-b87b-6a67a76086c1,investigate why there is no mapping,,,,Width,Width of an image,4106,y,null,null,null,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4106,0,width,Width,candidate,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4106,width,null,Width of an image@en,Width@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-4118_0d368d47-dc1e-bdda-98e0-0cbb56040423,investigate why there is no mapping,,,,editor,Indication of the name of a person or organisation collecting and editing resources that are to be published as one resource by a publishing house. (source: NaLiDa),4118,y,null,y,NaLiDa,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4118,0,editorGeneral,editor,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4118,editorGeneral,null,Indication of the name of a person or organisation collecting and editing resources that are to be published as one resource by a publishing house. (source: NaLiDa)@en,editor@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-4123_ad8f84fe-0c42-e83c-9db1-f0295a035cb7,investigate why there is no mapping,,,,edition,Indication of the edition of a resource. (source: NaLiDa),4123,y,null,y,NaLiDa,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4123,0,editionGeneral,edition,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4123,editionGeneral,null,Indication of the edition of a resource. (source: NaLiDa)@en,edition@en,"second edition (e.g. of a book), etc.@en",null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-4126_cdb1ec9c-e388-ca44-203d-9a2d0948ad71,"check if the column ""possible_mapping_to_check_again"" contains a good mapping, if so, paste it to the ""wikidata_uri"" column and add in the column ""mapping_provenance"" -> ""manually-found""",,,http://www.wikidata.org/entity/Q1069725,pages,Indication of the (range of) pages used for the citation or derivation of a resource. (source: NaLiDa),4126,y,null,y,NaLiDa,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4126,0,pages,pages,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4126,pages,http://hdl.handle.net/11459/CCR__2e5b9622-b14e-ae0d-5219-8db8ab92642f,Indication of the (range of) pages used for the citation or derivation of a resource. (source: NaLiDa)@en,pages@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-4137_f5301028-f7a0-0a6b-01cc-82ec01665ac0,investigate why there is no mapping,,,,connective,connective,4137,y,null,null,null,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4137,0,connective,connective,candidate,http://hdl.handle.net/11459/CCR_P-Morphosyntax_f701a84e-9171-1e2d-22cf-6528c2571d42,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Morphosyntax_f701a84e-9171-1e2d-22cf-6528c2571d42,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4137,connective,null,connective@en,connective@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-4143_d48b6352-cc09-01ed-fc34-77e00def4822,investigate why there is no mapping,,,,alphabet,any set of characters representing the simple sounds used in a language or in speech generally. (source: Oxford English Dictionary),4143,y,null,y,Oxford English Dictionary,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4143,0,alphabet,alphabet,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4143,alphabet,http://hdl.handle.net/11459/CCR__89c126e1-c817-e386-21c4-8b31c012bc9b,any set of characters representing the simple sounds used in a language or in speech generally. (source: Oxford English Dictionary)@en,alphabet@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-4146_5ccc45c8-d729-c180-2bf1-fccc56dde24d,investigate why there is no mapping,,,,actor,a participant in an action or process (source: New Oxford American Dictionary 2nd edition),4146,y,null,y,New Oxford American Dictionary 2nd edition,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4146,0,actor,actor,candidate,"http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821 , http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128",http://www.w3.org/2004/02/skos/core#Concept,"http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821 , http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128",This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4146,actor,http://hdl.handle.net/11459/CCR__f60dacb3-06ce-e74f-f79c-4ce5f0a7a31b,a participant in an action or process (source: New Oxford American Dictionary 2nd edition)@en,actor@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-4160_192be757-0d8f-f4fe-b10b-d3d50de92482,investigate why there is no mapping,,,,web service name,Name of a webservice (source: NaLiDa),4160,y,name,y,NaLiDa,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4160,0,webServiceName,webServiceName,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4160,webServiceName,null,Name of a webservice (source: NaLiDa)@en,web service name@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-4161_c007397e-d92b-05fa-d24c-482d5e110331,investigate why there is no mapping,,,,web service description location,null,4161,y,null,null,null,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4161,0,webServiceDescriptionLocation,webServiceDescriptionLocation,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4161,webServiceDescriptionLocation,null,null,web service description location@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-4174_8c1a1567-a86d-50d8-e208-e030f2688c98,investigate why there is no mapping,,,,key,Indication of the unique data category name in data represented in key-value-pairs. (source: NaLiDa),4174,y,null,y,NaLiDa,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4174,0,key,key,candidate,"http://hdl.handle.net/11459/CCR_P-Syntax_e7dbb854-a006-9939-4863-1236a4062a1b , http://hdl.handle.net/11459/CCR_P-Morphosyntax_f701a84e-9171-1e2d-22cf-6528c2571d42 , http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821 , http://hdl.handle.net/11459/CCR_P-SemanticContentRepresentation_1448f330-771b-ad11-987f-7293629f0801 , http://hdl.handle.net/11459/CCR_P-Lexicography_630911fa-0687-1e55-c846-37ebe24f3182 , http://hdl.handle.net/11459/CCR_P-LanguageResourceOntology_05399e1d-4f23-8fc1-5088-eb5afbf0cd91 , http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128",http://www.w3.org/2004/02/skos/core#Concept,"http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128 , http://hdl.handle.net/11459/CCR_P-Syntax_e7dbb854-a006-9939-4863-1236a4062a1b , http://hdl.handle.net/11459/CCR_P-SemanticContentRepresentation_1448f330-771b-ad11-987f-7293629f0801 , http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821 , http://hdl.handle.net/11459/CCR_P-Morphosyntax_f701a84e-9171-1e2d-22cf-6528c2571d42 , http://hdl.handle.net/11459/CCR_P-Lexicography_630911fa-0687-1e55-c846-37ebe24f3182 , http://hdl.handle.net/11459/CCR_P-LanguageResourceOntology_05399e1d-4f23-8fc1-5088-eb5afbf0cd91",This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4174,key,null,Indication of the unique data category name in data represented in key-value-pairs. (source: NaLiDa)@en,key@en,null,null,"Should only be used in a pair with an accompanying value. If possible, keys should be replaced by an appropriate data category with the value being the value of the data category.@en",null,null,null,attribute@en/name@en,null,null,null
http://hdl.handle.net/11459/CCR_C-4175_9c723fad-1282-c4df-a012-dc78efa17d1d,investigate why there is no mapping,,,,operation,null,4175,y,null,null,null,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4175,0,operation,operation,candidate,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4175,operation,null,null,operation@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-4176_0454b9ca-973b-03f9-ce5b-999660b8b3b3,investigate why there is no mapping,,,,operation name,null,4176,y,null,null,null,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4176,0,operationName,operationName,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4176,operationName,null,null,operation name@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-4177_569a0481-7b5d-2c45-a371-c577eee98c90,investigate why there is no mapping,,,,input,null,4177,y,null,null,null,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4177,0,input,input,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4177,input,null,null,input@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-4178_ab5aa4f6-5bab-4f30-d334-5af4344d0562,investigate why there is no mapping,,,,output,null,4178,y,null,null,null,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4178,0,output,output,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4178,output,null,null,output@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-4179_22f8d577-de4f-ed5e-f72f-bb3e4bf05aff,investigate why there is no mapping,,,,parameter group,null,4179,y,null,null,null,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4179,0,parameterGroup,parameterGroup,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4179,parameterGroup,null,null,parameter group@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-4182_714c00e6-dd76-16c0-9b19-13582f4c1a76,investigate why there is no mapping,,,,data category reference,null,4182,y,null,null,null,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4182,0,dataCategoryReference,dataCategoryReference,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4182,dataCategoryReference,null,null,data category reference@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-4183_2ab53f7f-5d15-a7d1-d134-c45091957b97,investigate why there is no mapping,,,,semantic type,null,4183,y,null,null,null,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4183,0,semanticType,semanticType,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4183,semanticType,null,null,semantic type@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-4185_ba2406bd-3c76-99ab-7f1f-820fe6c8b84f,investigate why there is no mapping,,,,is a configuration parameter,null,4185,y,null,null,null,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4185,0,isConfigurationParameter,isConfigurationParameter,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-4185,isConfigurationParameter,null,null,is a configuration parameter@en,null,null,null,null,null,null,null,null,null,null
